words/batch-004/doc/opic 5--Case Studies Movie and Aviation Industries.doc	match	5/5			0	5	
words/batch-004/docx/1528039320.docx	match	1/1			0	1	
words/batch-004/docx/461249.docx	match	5/5	1	+11	3	5	1
words/batch-004/docx/How-to-Write-an-Architecture-Document-for-a-Technology-Service.docx	match	3/3	1	+4	1	3	1
words/batch-004/docx/License App Instructions 2-22.docx	match	3/3			0	3	
words/batch-004/docx/PAT-047 - Architecture and Detailed Design Assessment.docx	match	4/4	3	-222	1	4	
words/batch-004/docx/Software Architecture Document Template.docx	match	3/3			0	3	1
words/batch-005/doc/316r_a_e.doc	match	14/14			0	14	
words/batch-005/doc/316r_a_f.doc	match	14/14			0	14	
words/batch-005/doc/RobertQ_Service.doc	match	4/4	3	+13	1	4	2
words/batch-005/doc/Theft-Restitution-Letter-Vancouver-ASC-2005.doc	match	1/1			0	1	
words/batch-005/doc/loi_format_letter_of_intent-a-320-214-a330.doc	match	10/10			0	10	
words/batch-005/docx/2024-12_Comlux_opens_Maintenance_and_Service_Center_in_Dubai.docx	match	3/3	2	-59	1	3	
words/batch-005/docx/BID_ACKNOWLEDGEMENT_FORM_FOR_A320.docx	match	2/2			0	2	
words/batch-005/docx/Technical Report and Technical Update Guidelines.docx	match	4/4	3	+5	1	4	3
words/batch-005/docx/healthcare-reform-nsa-consumer-bulletin.docx	match	4/4	3	+17	1	4	1
words/batch-005/docx/part-147_approval list_20230119.docx	match	2/2			0	2	
words/batch-006/doc/003.doc	match	4/4	2	+17	1	4	2
words/batch-006/doc/1244277 1 Comment.doc	match	2/2			0	2	
words/batch-006/doc/LHD-230-application-for-the-approval-of-an-aircraftr.doc	match	2/2			0	2	
words/batch-006/doc/P200904290238_0238_51880.doc	match	3/3			0	3	
words/batch-006/docx/62599_FRANCE-BRAZIL- Air France Flight 447 crash.docx	match	18/18	7	+17	10	18	7
words/batch-006/docx/SDL_FSDO_Part91_LOA_Checklist.docx	match	2/2			0	2	
words/batch-006/docx/cacs-206-1751218225.docx	match	2/2			0	2	
words/batch-006/docx/f445896eb008d14c1746fc37d412dc22.docx	pages	15/16	3	+39	13	15	3
words/batch-006/docx/healthcare-reform-nsa-provider-bulletin.docx	match	5/5	1	+12	4	5	1
words/batch-006/docx/technical-memo-format.docx	match	5/5			0	5	
words/batch-007/doc/RNW167A-150428.doc	match	9/9	7	+9	2	9	7
words/batch-007/doc/Wales_Office_Quarter_4_Ministerial_Transparency_Return.DOC	match	6/6			0	6	
words/batch-007/doc/chapter 12.doc	match	12/12			0	12	
words/batch-007/doc/congregationalhistories_ky_2023.doc	match	1/1			0	1	
words/batch-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	match	1/1			0	1	
words/batch-007/docx/Press release_EUREKA labels ITEA 3 Cluster.docx	match	2/2			0	2	
words/batch-007/docx/final-technical-report-template.docx	match	6/6	2	+23	1	6	2
words/batch-007/docx/johnson_hall_service_log.pdf.docx	match	1/1			0	1	
words/batch-007/docx/technical-report-template.docx	match	7/7	4	-6	1	7	5
words/batch-007/docx/template-technical-report.docx	match	10/10			0	10	
words/batch-008/doc/1245685 1 Comment.doc	match	1/1			0	1	
words/batch-008/doc/2024-2nd-quarter-case-summaries.doc	match	10/10			0	10	
words/batch-008/doc/FlightLaws.doc	match	4/4			0	4	
words/batch-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	match	6/6			0	6	
words/batch-008/docx/09.docx	match	2/2			0	2	
words/batch-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	match	6/6	4	+29	1	6	4
words/batch-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	match	4/4	3	+55	1	4	3
words/batch-008/docx/FAA-2017-0628-0002_attachment_1.docx	words	4/4			0	4	
words/batch-008/docx/UAS-SGI_waiver_approval_request_form.docx	match	2/2			0	2	
words/batch-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	match	9/9	2	+16	1	9	2
words/batch-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	match	3/3	2	+5	1	3	2
words/batch-009/doc/237287_0486190101_0486190101_geolink2neu.doc	match	8/8			0	8	
words/batch-009/doc/A380MaenPressRel.doc	match	3/3			0	3	
words/batch-009/doc/CP-ETSO template_v2020.DOC	match	6/6	5	-32	1	6	
words/batch-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	match	8/8			0	8	
words/batch-009/docx/Case-Study-Heathrow-Airport.docx	match	3/3	1	+14	2	3	1
words/batch-009/docx/Contract_Check_Pilot_Sample_LOA.docx	match	4/4	3	+16	1	4	3
words/batch-009/docx/Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5.docx	match	3/3			0	3	
words/batch-009/docx/SWDD-template.docx	match	6/6			0	6	2
words/batch-009/docx/form_1123_application_form_rvsm_spa.docx	match	3/3			0	3	
words/batch-010/doc/f111.doc	match	11/11	7	+14	4	11	7
words/batch-010/doc/361400CSLegislation1RF01PUBLIC1.doc	match	35/35	32	+19	2	35	32
words/batch-010/docx/195584360.docx	match	20/20	2	+27	9	20	2
words/batch-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	match	3/3	2	+68	1	3	2
words/batch-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	match	5/5	1	+8	3	5	1
words/batch-010/docx/5709.16 ch.40_mgfinal.docx	pages	31/32	3	+88	29	31	3
words/batch-010/docx/te.iors.00048-002 SUP Questionnaire.docx	match	4/4			0	4	
words/batch-010/docx/Writing a technical report (SCE subject guide).docx	match	4/4	1	+16	3	4	1
words/batch-010/docx/technical report template.docx	match	10/10	7	+12	2	10	7
words/batch-011/doc/1528364855.doc	match	3/3			0	3	
words/batch-011/docx/FG-AI4NDM-TR-skeleton_template.docx	match	5/5			0	5	
words/batch-011/doc/135.doc	match	14/14	6	-7	3	14	3
words/batch-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	match	4/4			0	4	
words/batch-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	match	2/2	1	+21	1	2	1
words/batch-011/docx/b053-19.docx	match	2/2			0	2	
words/batch-011/docx/part-145-approval list 2025.docx	match	7/7	6	-22	1	7	
words/batch-011/docx/review-welsh-government-communications-mister-peter-mandelson.docx	pages	16/14	1	+13	12	14	1
words/batch-011/docx/part-145-approval list (1).docx	match	8/8	5	-53	1	8	
words/batch-012/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	match	20/20	1	-9	7	20	5
words/batch-011/docx/tibs_guidelines_2.docx	match	13/13	1	+13	4	13	1
words/batch-012/doc/AirbusCallouts.doc	match	24/24	18	-24	3	24	21
words/batch-012/doc/手机免提系统TSB.doc	words	2/2	1	+9	1	2	1
words/batch-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	match	6/6	2	+154	4	6	2
words/batch-012/docx/19-06 Assistive Technology TAB Final - 508.docx	match	8/8	3	+11	2	8	2
words/batch-012/docx/Leadership Information Article.docx	match	3/3			0	3	
words/batch-012/docx/Company-profile-2022-EN.docx	match	5/5			0	5	1
words/batch-012/docx/monthly-content-feeder.docx	match	18/18	1	+30	15	18	1
words/batch-012/docx/technical-architecture.docx	match	8/8	2	+4	1	8	2
words/batch-012/docx/slcc-architecture-uu-architecture.docx	match	4/4			0	4	
words/batch-013/docx/20110608_psp.docx	match	3/3			0	3	
words/batch-013/docx/AW-104D-RVSM-Aircraft-Approval-Checklist.pdf.docx	words	2/2	1	+10	1	2	1
words/batch-013/docx/A1. EASA Form 2.docx	pages,words	9/7	1	+66	5	7	1
words/batch-013/docx/b050-19.docx	match	3/3			0	3	
words/batch-013/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	match	6/6	1	+187	4	6	1
words/batch-013/docx/Sol PJ14-03-04 Solution Contextual.docx	match	5/5			0	5	
words/batch-013/docx/template---tpr-technical-progress-report-with-guidance.docx	pages	7/8	2	+60	6	7	2
words/batch-013/docx/bulletin.docx	match	14/14	5	-37	3	14	11
words/batch-014/doc/Reid.doc	match	4/4	1	-28	3	4	
words/batch-013/docx/easa-regulations-update-20.docx	match	22/22	1	+18	5	22	1
words/batch-014/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	pages	13/12	1	-38	10	12	10
words/batch-014/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	match	3/3			0	3	
words/batch-014/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	pages	10/9	1	-70	9	9	9
words/batch-014/doc/omrIMInterpretiveGuideLine.doc	match	2/2			0	2	
words/batch-014/docx/gpp-pr-top-7-office-markets-4q-2023.docx	match	4/4			0	4	
words/batch-014/docx/FO.FCTOA.00010 Application for a Part-ORA ATO Approval.docx	pages	15/16	1	+56	15	15	1
words/batch-014/docx/SPA-11_mcar_part-11_v2.9.docx	match	49/49	24	+16	10	49	24
words/batch-015/doc/A320SimNotes.doc	pages	40/42	1	+15	40	40	1
words/batch-014/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	words	18/18	6	-56	1	18	2
words/batch-014/docx/xx_SETIS_PWS_template_10.19.22.docx	words	15/15	2	+18	6	15	2
words/batch-015/docx/1_tpr_template__from_fy14_.docx	pages	9/8	1	+15	7	8	1
words/batch-015/doc/644730BRI0mna000BOX361539B00public0.doc	match	5/5	1	+68	4	5	1
words/batch-015/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	words	6/6			0	6	
words/batch-015/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	match	9/9	2	+6	4	9	2
words/batch-015/doc/info-bulletin-601.doc	pages	5/6	1	+4	5	5	1
words/batch-015/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	match	18/18	4	+36	10	18	4
words/batch-016/doc/150_5300_13_chg8.doc	pages	20/18	3	-43	9	18	1
words/batch-015/docx/B11. TE.CAO.00129  Experience  logbook.docx	pages,words	7/6	6	-6	1	6	
words/batch-015/docx/hdss-bulletin-issue-285-25-june-2025.docx	match	10/10	1	+32	6	10	1
words/batch-016/doc/SFSP_2013-02_Bulletin.doc	match	4/4			0	4	2
words/batch-015/docx/exhibit-06---technical-architecture-template.docx	match	8/8			0	8	
words/batch-016/doc/PK_FlugzeugeStricken.doc	match	7/7	6	+25	1	7	1
words/batch-016/docx/AFS-050-004-F2_0i.docx	match	8/8	2	+53	3	8	2
words/batch-016/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	match	1/1			0	1	
words/batch-016/docx/fleetfastfacts16nov2023.docx	match	1/1			0	1	
words/batch-016/docx/231164_SystemDesignDocument.docx	match	28/28	7	+32	2	28	7
words/batch-016/doc/absrc-pac-01-info-note-en.doc	pages	6/7	1	+40	6	6	1
words/batch-017/docx/03_Technical_Report_(progress)_template.docx	match	10/10			0	10	
words/batch-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	words	15/15			0	15	
words/batch-016/docx/JEMIT_Template.docx	match	4/4	1	+36	1	4	1
words/batch-017/doc/762.doc	pages	22/23	3	+6	14	22	3
words/batch-017/docx/May 25 bulletin focus on carers in the workplace.docx	words	4/4	1	-4	3	4	3
words/batch-017/doc/2013_11.doc	match	8/8	1	+20	1	8	1
words/batch-017/docx/Agile_Arc_SysDes.docx	match	20/20	13	+24	6	20	13
words/batch-017/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	pages,words	30/29	13	-103	17	29	2
words/batch-017/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	pages,words	12/15	3	+41	10	12	3
words/batch-017/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	match	12/12			0	12	6
words/batch-017/docx/Sample_SQMS_Program.docx	match	61/61	56	-34	5	61	10
words/batch-017/docx/system_design__technical_architecture_template.docx	match	17/17			0	17	
words/batch-018/doc/A_320.doc	pages	141/150	3	+197	139	141	2
words/batch-018/doc/120509coss.doc	match	25/25			0	25	23
words/batch-018/docx/Allegiant_Company_Profile_with_History.docx	match	3/3			0	3	
words/batch-018/docx/DOA_Template_Form_Type_Certification_Programme.docx	pages	21/20	8	-211	12	20	13
words/batch-018/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	pages	34/35	10	-28	13	34	23
words/batch-018/docx/HC-Bulletin-template.docx	match	5/5			0	5	
words/batch-018/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	pages	77/76	18	+19	37	76	18
words/batch-018/docx/airbus-pdf-information-package_v1-4.docx	match	9/9	6	+59	3	9	6
words/batch-018/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	match	85/85	9	+21	31	85	9
words/batch-018/docx/t_TEMPforInvProgs.docx	match	26/26	12	+30	4	26	12
words/batch-019/doc/150_5335_5a.doc	match	63/63	3	+14	6	63	3
words/batch-019/docx/02_mcar_part-2_and_IS_v2.10.docx	pages	315/312	21	-23	287	312	29
words/batch-019/docx/33004.docx	pages	48/47	3	+14	22	47	3
words/batch-019/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	pages,words	33/29	2	+4	28	29	2
words/batch-019/docx/PES-Technical-Report-Template_Jan_2019.docx	match	14/14	2	-6	11	14	3
words/batch-019/docx/24-25_FAA_Holdover_Tables.docx	pages	142/141	91	-219	42	141	92
words/batch-019/docx/report-template.docx	pages	19/20	11	+13	9	19	11
words/batch-019/docx/ESPN-R - MCF - RA - Ed1.docx	match	59/59	14	+24	3	59	14
words/batch-019/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	pages	267/266	11	-18	211	266	22
words/batch-019/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	match	13/13			0	13	2
words/batch-020/doc/150_5300_13_chg12.doc	pages	32/33	3	-16	28	32	8
words/batch-020/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	words	12/12	11	-69	1	12	
words/batch-020/doc/150_5300_13_chg10.doc	pages,words	80/76	2	-93	75	76	2
words/batch-020/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	pages,words	14/15	8	+27	7	14	8
words/batch-020/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	pages	80/82	18	+165	46	80	18
words/batch-020/docx/150-5370-10H.docx	pages	711/721					too-large
words/batch-021/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	words	29/29	8	+46	6	29	8
words/batch-020/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	match	148/148			0	148	
words/batch-020/docx/OM template for non-complex NCC operators_August 2016.docx	pages	164/165	6	+63	146	164	6
words/batch-020/docx/AC-150-5370-10G-updated-201604.docx	pages	686/697					too-large
words/batch-020/docx/FAA 2025-26 Holdover Tables.docx	match	154/154	72	+19	9	154	72
words/batch-021/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	pages	43/44	10	+178	29	43	10
